종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"026960","동서","18720","-80","-0.43","1468","12.75",,,"16296","1.15","780","4.17"
"002210","동성제약","4745","-5","-0.11",,,,,"1741","2.73","0","0.00"
"102260","동성케미컬","4310","15","0.35","687","6.27",,,"8132","0.53","200","4.64"
"033500","동성화인텍","13170","300","2.33","993","13.26","1334","9.87","5816","2.26","250","1.90"
"025950","동신건설","20900","-550","-2.56","932","22.42",,,"11512","1.82","150","0.72"
"000640","동아쏘시오홀딩스","108600","-1200","-1.09","9277","11.71","10932","9.93","161977","0.67","2200","2.03"
"170900","동아에스티","70300","900","1.30","1286","54.67","1615","43.54","76497","0.92","700","1.00"
"088130","동아엘텍","7700","-10","-0.13",,,"1048","7.35","17718","0.43","150","1.95"
"028100","동아지질","13350","-150","-1.11","742","17.99",,,"16818","0.79","500","3.75"
"282690","동아타이어","12420","-40","-0.32","707","17.57",,,"28166","0.44","1000","8.05"
"041930","동아화성","6830","-10","-0.15","951","7.18",,,"10151","0.67","150","2.20"
"001520","동양","826","-11","-1.31","95","8.69",,,"4135","0.20","40","4.84"
"001527","동양2우B","10390","100","0.97",,,,,,,"150","1.44"
"084670","동양고속","9540","-80","-0.83",,,,,"26339","0.36","0","0.00"
"082640","동양생명","7830","370","4.96","1736","4.51","1883","4.16","18628","0.42","400","5.11"
"060380","동양에스텍","1972","-38","-1.89","221","8.92",,,"4146","0.48","50","2.54"
"001525","동양우","5100","0","0.00",,,,,,,"90","1.76"
"079960","동양이엔피","19040","-150","-0.78","5975","3.19",,,"41506","0.46","400","2.10"
"008970","동양철관","978","-24","-2.40",,,,,"733","1.33","0","0.00"
"228340","동양파일","2155","-40","-1.82","258","8.35",,,"6404","0.34","0","0.00"
"092780","동양피스톤","6010","510","9.27","588","10.22",,,"9676","0.62","100","1.66"
"088910","동우팜투테이블","2355","5","0.21","1027","2.29",,,"8537","0.28","30","1.27"
"094170","동운아나텍","20500","-450","-2.15","1452","14.12","1538","13.33","3206","6.39","70","0.34"
"049770","동원F&B","42000","-450","-1.06","5641","7.45","7229","5.81","50436","0.83","800","1.90"
"013120","동원개발","2615","5","0.19","469","5.58","504","5.19","11397","0.23","80","3.06"
"018500","동원금속","1551","3","0.19","389","3.99",,,"1919","0.81","20","1.29"
"006040","동원산업","33450","-150","-0.45","6237","5.36","7207","4.64","74866","0.45","1100","3.29"
"030720","동원수산","6530","60","0.93",,,,,"9186","0.71","0","0.00"
"014820","동원시스템즈","42000","-350","-0.83","2194","19.14",,,"26401","1.59","600","1.43"
"014825","동원시스템즈우","23550","0","0.00",,,,,,,"650","2.76"
"111380","동인기연","21250","-200","-0.93","4321","4.92","4996","4.25","21533","0.99","560","2.64"
"163560","동일고무벨트","8870","-170","-1.88","689","12.87",,,"15848","0.56","150","1.69"
"109860","동일금속","9050","-20","-0.22","36","251.39",,,"17698","0.51","400","4.42"
"032960","동일기연","11370","120","1.07","592","19.21",,,"17054","0.67","35","0.31"
"004890","동일산업","42400","-350","-0.82",,,,,"189318","0.22","1000","2.36"
"002690","동일제강","1599","-23","-1.42",,,,,"7894","0.20","0","0.00"
"023790","동일철강","1104","5","0.45",,,,,"921","1.20","0","0.00"
"005290","동진쎄미켐","36350","500","1.39","2476","14.68",,,"15658","2.32","120","0.33"
"025900","동화기업","13000","-130","-0.99",,,"725","17.92","19279","0.67","0","0.00"
"000020","동화약품","8290","270","3.37","991","8.37",,,"13413","0.62","180","2.17"
"000150","두산","195300","-8200","-4.03",,,"10474","18.65","91241","2.14","2000","1.02"
"000157","두산2우B","99200","-4400","-4.25",,,,,,,"2000","2.02"
"454910","두산로보틱스","79700","-3800","-4.55",,,"347","229.76","6770","11.77","0","0.00"
"241560","두산밥캣","47000","-1400","-2.89","9203","5.11","8764","5.36","59457","0.79","1600","3.40"
"034020","두산에너빌리티","19900","20","0.10","87","228.74","842","23.64","11113","1.79","0","0.00"
"000155","두산우","104300","-4700","-4.31",,,,,,,"2050","1.97"
"131970","두산테스나","37700","-300","-0.79","2853","13.21","3317","11.36","20981","1.80","160","0.42"
"336260","두산퓨얼셀","19510","180","0.93",,,"163","120.02","6265","3.11","0","0.00"
"33626K","두산퓨얼셀1우","6110","-80","-1.29",,,,,,,"0","0.00"
"33626L","두산퓨얼셀2우B","9830","80","0.82",,,,,,,"0","0.00"
"016740","두올","3300","30","0.92","668","4.94",,,"6856","0.48","120","3.64"
"073190","듀오백","2605","-25","-0.95",,,,,"1477","1.76","0","0.00"
"030350","드래곤플라이","375","-3","-0.79",,,,,"413","0.91","0","0.00"
"203650","드림시큐리티","2815","-25","-0.88","444","6.34",,,"2104","1.34","0","0.00"
"223250","드림씨아이에스","4140","-5","-0.12","160","25.88",,,"2316","1.79","0","0.00"
"060570","드림어스컴퍼니","2400","120","5.26",,,,,"2180","1.10","0","0.00"
"362990","드림인사이트","2295","-20","-0.86","277","8.29",,,"1568","1.46","0","0.00"
"192650","드림텍","8270","-190","-2.25","227","36.43","895","9.24","6003","1.38","200","2.42"
"217620","디딤이앤에프","381","0","0.00",,,,,"14","27.21","0","0.00"
"016670","디모아","7640","440","6.11",,,,,"14730","0.52","0","0.00"
"187870","디바이스이엔지","14870","-280","-1.85","1058","14.05",,,"20419","0.73","100","0.67"
"024090","디씨엠","11900","-80","-0.67",,,,,"27193","0.44","150","1.26"
"003160","디아이","17820","120","0.68","122","146.07","1161","15.35","5836","3.05","100","0.56"
"092200","디아이씨","4630","-95","-2.01","954","4.85",,,"3463","1.34","0","0.00"
"110990","디아이티","19850","300","1.53","719","27.61",,,"10145","1.96","180","0.91"
"263690","디알젬","8380","140","1.70","834","10.05",,,"7200","1.16","180","2.15"
"214680","디알텍","3725","-165","-4.24",,,"65","57.14","1091","3.41","0","0.00"
"347850","디앤디파마텍","38450","2250","6.22","441","87.19",,,"5022","7.66","0","0.00"
"263720","디앤씨미디어","23500","0","0.00","328","71.65","1321","17.79","6466","3.63","0","0.00"
"376300","디어유","24500","-250","-1.01","1104","22.19","1713","14.31","7141","3.43","0","0.00"
"109740","디에스케이","6230","-20","-0.32","125","49.84",,,"5146","1.21","0","0.00"
"196490","디에이테크놀로지","203","0","0.00",,,,,"303","0.67","0","0.00"
"066900","디에이피","2820","-5","-0.18",,,,,"6055","0.47","0","0.00"
"127120","디엔에이링크","3230","120","3.86",,,,,"1406","2.30","0","0.00"
"092070","디엔에프","16490","440","2.74","447","36.89",,,"13395","1.23","200","1.21"
"039840","디오","18920","-70","-0.37","227","83.35","1294","14.62","13386","1.41","0","0.00"
"013570","디와이","5150","0","0.00","737","6.99",,,"14212","0.36","150","2.91"
"219550","디와이디","649","-20","-2.99",,,,,"746","0.87","0","0.00"
"310870","디와이씨","1260","-10","-0.79","213","5.92",,,"2465","0.51","25","1.98"
"210540","디와이파워","13820","-550","-3.83","2491","5.55",,,"23912","0.58","400","2.89"
"104460","디와이피엔에프","14870","20","0.13","590","25.20","2652","5.61","11581","1.28","200","1.34"
"079810","디이엔티","8780","-140","-1.57","58","151.38",,,"6651","1.32","0","0.00"
"113810","디젠스","914","-15","-1.61","90","10.16",,,"541","1.69","0","0.00"
"043360","디지아이","2180","-5","-0.23",,,,,"4791","0.46","0","0.00"
"197140","디지캡","3550","5","0.14",,,,,"4574","0.78","0","0.00"
"068930","디지털대성","6850","-70","-1.01","473","14.48",,,"5993","1.14","200","2.92"
"033130","디지틀조선","1751","-23","-1.30","92","19.03",,,"2288","0.77","20","1.14"
"105740","디케이락","9000","-290","-3.12","1199","7.51",,,"13084","0.69","250","2.78"
"263020","디케이앤디","3075","5","0.16","460","6.68",,,"4435","0.69","50","1.63"
"290550","디케이티","11930","0","0.00","248","48.10","1522","7.84","7094","1.68","0","0.00"
"066670","디티씨","3935","-5","-0.13","233","16.89",,,"10242","0.38","50","1.27"
"187220","디티앤씨","3750","-215","-5.42",,,,,"7353","0.51","0","0.00"
"383930","디티앤씨알오","7360","-500","-6.36",,,,,"2488","2.96","0","0.00"
"131180","딜리","958","-7","-0.73","25","38.32",,,"2079","0.46","0","0.00"
"315640","딥노이드","6970","-80","-1.13",,,"173","40.37","1224","5.69","0","0.00"
"223310","딥마인드","3580","20","0.56",,,,,"1426","2.51","0","0.00"
"317120","라닉스","4155","20","0.48",,,,,"1104","3.76","0","0.00"
"462510","라메디텍","12370","-40","-0.32",,,,,"1169","10.58","0","0.00"
"042510","라온시큐어","2050","-60","-2.84","104","19.71","152","13.53","853","2.40","0","0.00"
"232680","라온테크","8520","-140","-1.62","187","45.56",,,"2254","3.78","30","0.35"
"418420","라온텍","4570","-85","-1.83",,,,,"726","6.29","0","0.00"
"300120","라온피플","5840","80","1.39",,,,,"2204","2.65","0","0.00"
"171120","라이온켐텍","2445","-130","-5.05","197","12.41",,,"3605","0.68","100","4.09"
"388790","라이콤","4165","385","10.19",,,,,"810","5.14","0","0.00"
"347700","라이프시맨틱스","2650","170","6.85",,,,,"573","4.62","0","0.00"
"214260","라파스","24450","-250","-1.01",,,,,"3552","6.88","0","0.00"
"115390","락앤락","8750","0","0.00",,,,,"11572","0.76","0","0.00"
"200350","래몽래인","12060","-1040","-7.94",,,,,"5822","2.07","0","0.00"
"171010","램테크놀러지","4975","-65","-1.29",,,,,"3421","1.45","0","0.00"
"084650","랩지노믹스","2575","185","7.74",,,,,"3068","0.84","0","0.00"
"217500","러셀","2280","0","0.00","91","25.05",,,"1889","1.21","30","1.32"
"038390","레드캡투어","15880","-40","-0.25","2005","7.92",,,"24430","0.65","900","5.67"
"294140","레몬","4490","-180","-3.85",,,,,"804","5.58","0","0.00"
"443250","레뷰코퍼레이션","10240","10","0.10","436","23.49",,,"4931","2.08","0","0.00"
"228670","레이","11100","-20","-0.18",,,"522","21.28","8212","1.35","0","0.00"
"228850","레이언스","7930","-40","-0.50","1246","6.36","1193","6.65","15265","0.52","100","1.26"
"412350","레이저쎌","7410","-130","-1.72",,,,,"4211","1.76","0","0.00"
"199550","레이저옵텍","10650","160","1.53","2","5325.00",,,"1997","5.33","0","0.00"
"281740","레이크머티리얼즈","16910","920","5.75","367","46.08","421","40.17","1671","10.12","0","0.00"
"277810","레인보우로보틱스","149800","-2100","-1.38",,,"859","174.37","6735","22.24","0","0.00"
"215100","로보로보","4330","-50","-1.14","69","62.75",,,"1530","2.83","14","0.32"
"090360","로보스타","26200","-50","-0.19","71","369.01",,,"9226","2.84","0","0.00"
"108490","로보티즈","21750","-50","-0.23",,,,,"7466","2.91","0","0.00"
"067730","로지시스","2805","-40","-1.41","53","52.92",,,"1760","1.59","60","2.14"
"071280","로체시스템즈","14670","470","3.31","594","24.70","1690","8.68","7484","1.96","50","0.34"
"032350","롯데관광개발","9920","-220","-2.17",,,,,"913","10.87","0","0.00"
"089860","롯데렌탈","31000","350","1.14","3275","9.47","4132","7.50","37351","0.83","1200","3.87"
"000400","롯데손해보험","2745","-5","-0.18","966","2.84",,,"4064","0.68","0","0.00"
"023530","롯데쇼핑","60600","100","0.17","5794","10.46","8592","7.05","335809","0.18","3800","6.27"
"020150","롯데에너지머티리얼즈","38500","-700","-1.79",,,"1118","34.44","31088","1.24","200","0.52"
"280360","롯데웰푸드","186600","1600","0.86","7978","23.39","14974","12.46","232340","0.80","3000","1.61"
"286940","롯데이노베이트","25850","-1050","-3.90","2776","9.31","3494","7.40","27576","0.94","1000","3.87"
"004000","롯데정밀화학","46800","-50","-0.11","7147","6.55","7450","6.28","93569","0.50","2000","4.27"
"004990","롯데지주","24400","0","0.00",,,"839","29.09","95749","0.25","1500","6.15"
"00499K","롯데지주우","35500","50","0.14",,,,,,,"1550","4.37"
"005300","롯데칠성","135300","0","0.00","16499","8.20","15382","8.80","145622","0.93","3400","2.51"
"005305","롯데칠성우","67400","0","0.00",,,,,,,"3405","5.05"
"011170","롯데케미칼","100900","-600","-0.59",,,"3523","28.64","368608","0.27","3500","3.47"
"071840","롯데하이마트","8710","10","0.11",,,"247","35.25","54020","0.16","300","3.44"
"328130","루닛","46250","-900","-1.91",,,,,"8191","5.65","0","0.00"
"038060","루멘스","1180","-4","-0.34","85","13.88",,,"2080","0.57","0","0.00"
"141080","리가켐바이오","83700","1400","1.70",,,"2204","37.97","5241","15.97","0","0.00"
"058470","리노공업","213500","4500","2.15","7308","29.21","8294","25.74","36700","5.82","3000","1.41"
"016100","리더스코스메틱","3230","25","0.78","13","248.46",,,"2409","1.34","0","0.00"
"012700","리드코프","4960","-10","-0.20","351","14.13",,,"16422","0.30","200","4.03"
"302550","리메드","3120","0","0.00","26","120.00",,,"1006","3.10","0","0.00"
"073570","리튬포어스","2620","70","2.75",,,,,"4065","0.64","0","0.00"
"377450","리파인","11390","90","0.80","1374","8.29","1645","6.93","10147","1.12","0","0.00"
"277070","린드먼아시아","5400","30","0.56","285","18.95",,,"4451","1.21","43","0.80"
"042500","링네트","5710","-90","-1.55","833","6.85",,,"6259","0.91","100","1.75"
"193250","링크드","553","-14","-2.47",,,,,"1170","0.47","0","0.00"
"219420","링크제니시스","5660","20","0.35","111","50.99",,,"3866","1.46","0","0.00"
"439090","마녀공장","25200","700","2.86","749","33.64","1157","21.79","5925","4.25","0","0.00"
"027740","마니커","1100","0","0.00",,,,,"732","1.50","0","0.00"
"195500","마니커에프앤지","3490","-65","-1.83","130","26.85",,,"4168","0.84","0","0.00"
"377480","마음AI","13350","-300","-2.20",,,,,"3271","4.08","0","0.00"
"305090","마이크로디지탈","11260","310","2.83","38","296.32","165","68.30","555","20.29","0","0.00"
"098120","마이크로컨텍솔","7780","0","0.00","890","8.74",,,"6629","1.17","80","1.03"
"424980","마이크로투나노","9480","-110","-1.15",,,,,"5650","1.68","0","0.00"
"038290","마크로젠","24500","5540","29.22",,,"569","43.07","15952","1.54","300","1.22"
"001080","만호제강","47150","0","0.00","3106","15.18",,,"88854","0.53","0","0.00"
"267980","매일유업","41000","-200","-0.49","7678","5.34","7334","5.59","75136","0.55","1200","2.93"
"005990","매일홀딩스","8370","-20","-0.24","3970","2.11",,,"30646","0.27","200","2.39"
"093520","매커스","9520","-120","-1.24","1878","5.07",,,"9952","0.96","150","1.58"
"377030","맥스트","3830","65","1.73",,,,,"1304","2.94","0","0.00"
"100590","머큐리","4010","10","0.25","216","18.56",,,"6249","0.64","0","0.00"
"067280","멀티캠퍼스","33150","200","0.61","5316","6.24",,,"32669","1.01","1600","4.83"
"072870","메가스터디","11350","-50","-0.44","1900","5.97",,,"27338","0.42","850","7.49"
"215200","메가스터디교육","52800","-300","-0.56","8118","6.50",,,"41175","1.28","2000","3.79"
"133750","메가엠디","2100","0","0.00",,,,,"2820","0.74","0","0.00"
"446540","메가터치","4850","110","2.32",,,,,"2414","2.01","0","0.00"
"235980","메드팩토","8050","30","0.37",,,,,"2106","3.82","0","0.00"
"041920","메디아나","5680","-30","-0.53","557","10.20",,,"6305","0.90","25","0.44"
"014100","메디앙스","2685","30","1.13","619","4.34",,,"7700","0.35","0","0.00"
"054180","메디콕스","688","-31","-4.31",,,,,"1191","0.58","0","0.00"
"086900","메디톡스","189000","4600","2.49","1311","144.16","4684","40.35","65468","2.89","1100","0.58"
"078160","메디포스트","6730","-10","-0.15","287","23.45",,,"8234","0.82","0","0.00"
"138040","메리츠금융지주","82200","600","0.74","11020","7.46","11557","7.11","50457","1.63","2360","2.87"
"408920","메쎄이상","2325","-5","-0.21","126","18.45",,,"1373","1.69","50","2.15"
"021880","메이슨캐피탈","356","1","0.28",,,,,"355","1.00","0","0.00"
"140410","메지온","34100","50","0.15",,,,,"2075","16.43","0","0.00"
"241770","메카로","7920","40","0.51",,,,,"18831","0.42","0","0.00"
"090370","메타랩스","1922","42","2.23",,,,,"2885","0.67","0","0.00"
"059210","메타바이오메드","4875","110","2.31","429","11.36",,,"3063","1.59","20","0.41"
"058110","멕아이씨에스","2440","95","4.05",,,,,"3191","0.76","0","0.00"
"017180","명문제약","2230","-25","-1.11",,,,,"2489","0.90","0","0.00"
"009900","명신산업","13670","-130","-0.94","2909","4.70","2567","5.33","10199","1.34","100","0.73"
"012690","모나리자","3105","-5","-0.16","250","12.42",,,"2223","1.40","150","4.83"
"005360","모나미","2715","10","0.37",,,,,"5080","0.53","50","1.84"
"070960","모나용평","3595","5","0.14","208","17.28",,,"8015","0.45","0","0.00"
"434480","모니터랩","4110","-135","-3.18",,,,,"2895","1.42","0","0.00"
"080420","모다이노칩","1994","-11","-0.55",,,,,"4377","0.46","0","0.00"
"417970","모델솔루션","11460","-140","-1.21","167","68.62",,,"9618","1.19","40","0.35"
"080160","모두투어","12630","-310","-2.40","592","21.33","1178","10.72","3995","3.16","250","1.98"
"087260","모바일어플라이언스","2615","30","1.16","65","40.23",,,"1483","1.76","0","0.00"
"101330","모베이스","3615","-15","-0.41","687","5.26",,,"13907","0.26","70","1.94"
"012860","모베이스전자","1926","-14","-0.72","128","15.05",,,"2807","0.69","0","0.00"
"363260","모비데이즈","1967","17","0.87",,,,,"1240","1.59","0","0.00"
"348030","모비릭스","6100","-160","-2.56",,,,,"7524","0.81","0","0.00"
"250060","모비스","3370","15","0.45",,,,,"689","4.89","0","0.00"
"288980","모아데이타","1809","11","0.61","7","258.43",,,"1137","1.59","0","0.00"
"142760","모아라이프플러스","1890","62","3.39","269","7.03",,,"1022","1.85","0","0.00"
"033200","모아텍","3700","35","0.95",,,,,"7598","0.49","0","0.00"
"333050","모코엠시스","1327","-24","-1.78","46","28.85",,,"886","1.50","14","1.06"
"009680","모토닉","8590","10","0.12","1270","6.76",,,"20673","0.42","450","5.24"
"118990","모트렉스","12130","-80","-0.66","1330","9.12",,,"8377","1.45","0","0.00"
"006920","모헨즈","3115","-5","-0.16","757","4.11",,,"3036","1.03","0","0.00"
"009580","무림P&P","3170","25","0.79",,,"382","8.30","9963","0.32","100","3.15"
"001810","무림SP","1724","12","0.70",,,,,"8956","0.19","10","0.58"
"009200","무림페이퍼","2125","5","0.24","83","25.60",,,"9962","0.21","75","3.53"
"033920","무학","6050","30","0.50","2470","2.45",,,"20374","0.30","230","3.80"
"008420","문배철강","2745","-10","-0.36","961","2.86",,,"9524","0.29","50","1.82"
"279600","미디어젠","11720","170","1.47",,,,,"2287","5.12","0","0.00"
"095500","미래나노텍","12560","-20","-0.16",,,,,"8680","1.45","0","0.00"
"254490","미래반도체","12780","-210","-1.62","355","36.00","1027","12.44","5554","2.30","0","0.00"
"025560","미래산업","2090","20","0.97",,,,,"2463","0.85","0","0.00"
"218150","미래생명자원","4895","-95","-1.90","23","212.83",,,"2265","2.16","0","0.00"
"007120","미래아이앤지","1050","0","0.00",,,,,"2208","0.48","0","0.00"
"442900","미래에셋드림스팩1호","9790","-10","-0.10",,,,,,,"0","0.00"
"100790","미래에셋벤처투자","5530","-10","-0.18","467","11.84",,,"6489","0.85","0","0.00"
"412930","미래에셋비전스팩1호","2620","0","0.00",,,,,,,"0","0.00"
"446190","미래에셋비전스팩2호","2325","0","0.00",,,,,,,"0","0.00"
"448830","미래에셋비전스팩3호","2215","0","0.00",,,,,,,"0","0.00"
"477380","미래에셋비전스팩4호","2045","-5","-0.24",,,,,,,"0","0.00"
"477470","미래에셋비전스팩5호","2150","10","0.47",,,,,,,"0","0.00"
"478440","미래에셋비전스팩6호","2070","-10","-0.48",,,,,,,"0","0.00"
"085620","미래에셋생명","5210","60","1.17","898","5.80","564","9.24","22308","0.23","0","0.00"
"006800","미래에셋증권","7530","-40","-0.53","531","14.18","985","7.65","18281","0.41","150","1.99"
"00680K","미래에셋증권2우B","3655","-30","-0.81",,,,,,,"150","4.10"
"006805","미래에셋증권우","4015","-10","-0.25",,,,,,,"165","4.11"
"049950","미래컴퍼니","20900","400","1.95","449","46.55",,,"16810","1.24","100","0.48"
"207760","미스터블루","1914","-57","-2.89",,,,,"745","2.57","0","0.00"
"002840","미원상사","208000","500","0.24","12771","16.29",,,"79711","2.61","2000","0.96"
"268280","미원에스씨","144000","0","0.00","3758","38.32",,,"75776","1.90","2100","1.46"
"107590","미원홀딩스","84600","-100","-0.12","5708","14.82",,,"100783","0.84","700","0.83"
"134380","미원화학","80700","-100","-0.12","10763","7.50",,,"72153","1.12","3500","4.34"
"003650","미창석유","81700","100","0.12","31492","2.59",,,"241153","0.34","2800","3.43"
"059090","미코","12700","160","1.28",,,,,"2410","5.27","0","0.00"
"214610","미코바이오메드","1386","-13","-0.93",,,,,"849","1.63","0","0.00"
"201490","미투온","2425","20","0.83","249","9.74",,,"4191","0.58","0","0.00"
"452200","민테크","7590","-20","-0.26",,,,,"803","9.45","0","0.00"
"418470","밀리의서재","16230","-380","-2.29","2060","7.88","1529","10.62","6881","2.36","0","0.00"
"206640","바디텍메드","19270","770","4.16","1181","16.32","1667","11.56","8476","2.27","200","1.04"
"018700","바른손","1233","1","0.08",,,,,"1241","0.99","0","0.00"
"035620","바른손이앤에이","490","-10","-2.00",,,,,"979","0.50","0","0.00"
"053030","바이넥스","21150","400","1.93","151","140.07","323","65.50","5863","3.61","0","0.00"
"301300","바이브컴퍼니","4720","-75","-1.56","2677","1.76",,,"5462","0.86","0","0.00"
"377740","바이오노트","4075","-5","-0.12",,,"170","23.91","15252","0.27","200","4.91"
"064550","바이오니아","35200","900","2.62",,,"1709","20.60","8674","4.06","0","0.00"
"314930","바이오다인","15580","330","2.16",,,"132","117.90","1529","10.19","0","0.00"
"208710","바이오로그디바이스","500","-6","-1.19",,,,,"972","0.51","0","0.00"
"086820","바이오솔루션","14740","-390","-2.58",,,,,"5258","2.80","0","0.00"
"038460","바이오스마트","4390","-65","-1.46","915","4.80",,,"5473","0.80","0","0.00"
"251120","바이오에프디엔씨","17290","340","2.01","655","26.40",,,"6873","2.52","0","0.00"
"199730","바이오인프라","8820","110","1.26","426","20.70",,,"7082","1.25","600","6.80"
"086040","바이오톡스텍","4740","80","1.72",,,,,"3247","1.46","0","0.00"
"099430","바이오플러스","5730","-840","-12.79","445","12.88",,,"2132","2.69","70","1.22"
"032980","바이온","1144","-72","-5.92",,,,,"506","2.26","0","0.00"
"308080","바이젠셀","4060","210","5.45",,,,,"3730","1.09","0","0.00"
"043150","바텍","25500","0","0.00","3483","7.32","4245","6.01","26837","0.95","100","0.39"
"323990","박셀바이오","16160","550","3.52",,,,,"3636","4.44","0","0.00"
"003610","방림","2585","-25","-0.96",,,,,"5301","0.49","38","1.47"
"267790","배럴","5520","20","0.36","865","6.38",,,"4295","1.29","50","0.91"
"001340","백광산업","9690","-470","-4.63","175","55.37",,,"4839","2.00","60","0.62"
"046310","백금T&A","2670","15","0.56","817","3.27",,,"3746","0.71","80","3.00"
"035150","백산","14130","-350","-2.42","1805","7.83","2605","5.42","9159","1.54","300","2.12"
"331520","밸로프","753","-3","-0.40","18","41.83",,,"575","1.31","0","0.00"
"438700","버넥트","4840","-15","-0.31",,,,,"4056","1.19","0","0.00"
"066410","버킷스튜디오","1153","0","0.00","63","18.30",,,"1813","0.64","0","0.00"
"002410","범양건영","1451","-29","-1.96",,,,,"2498","0.58","0","0.00"
"382900","범한퓨얼셀","18210","30","0.17",,,,,"12106","1.50","0","0.00"
"206400","베노티앤알","3260","15","0.46",,,,,"2655","1.23","0","0.00"
"019010","베뉴지","2030","-10","-0.49","342","5.94",,,"7815","0.26","30","1.48"
"177350","베셀","374","-8","-2.09",,,,,"333","1.12","0","0.00"
"424760","벨로크","1375","7","0.51",,,,,"1329","1.03","0","0.00"
"007210","벽산","2045","10","0.49","591","3.46",,,"4808","0.43","60","2.93"
"225530","보광산업","5030","-20","-0.40","459","10.96",,,"2619","1.92","300","5.96"
"250000","보라티알","11040","50","0.45","1444","7.65",,,"12811","0.86","250","2.26"
"002760","보락","1136","-8","-0.70","14","81.14",,,"814","1.40","5","0.44"
"003850","보령","10680","160","1.52","610","17.51","970","11.01","8331","1.28","100","0.94"
"310210","보로노이","78600","3700","4.94",,,,,"4786","16.42","0","0.00"
"006910","보성파워텍","3460","-30","-0.86","89","38.88",,,"1733","2.00","0","0.00"
"000890","보해양조","476","-1","-0.21",,,,,"575","0.83","0","0.00"
"226340","본느","3180","110","3.58",,,,,"996","3.19","0","0.00"
"003000","부광약품","5310","150","2.91",,,,,"3306","1.61","0","0.00"
"001270","부국증권","25250","0","0.00","6420","3.93",,,"85122","0.30","1500","5.94"
"001275","부국증권우","21450","0","0.00",,,,,,,"1550","7.23"
"026940","부국철강","2860","-10","-0.35","181","15.80",,,"6623","0.43","75","2.62"
"014470","부방","1951","-149","-7.10",,,,,"2932","0.67","0","0.00"
"011390","부산산업","67400","-4600","-6.39","3333","20.22",,,"123239","0.55","250","0.37"
"005030","부산주공","486","0","0.00",,,,,"253","1.92","0","0.00"
"008470","부스타","3885","20","0.52","179","21.70",,,"9572","0.41","60","1.54"
"338220","뷰노","33250","600","1.84",,,"42","785.60","362","91.85","0","0.00"
"100120","뷰웍스","26350","-250","-0.94","1603","16.44","3122","8.44","23482","1.12","350","1.33"
"406820","뷰티스킨","17270","-160","-0.92",,,,,"9930","1.74","0","0.00"
"337930","브랜드엑스코퍼레이션","8080","-120","-1.46","384","21.04","809","9.99","3029","2.67","80","0.99"
"099390","브레인즈컴퍼니","6670","50","0.76","620","10.76",,,"5909","1.13","60","0.90"
"064480","브리지텍","6560","50","0.77","308","21.30",,,"4361","1.50","150","2.29"
"288330","브릿지바이오테라퓨틱스","3215","465","16.91",,,,,"637","5.05","0","0.00"
"365900","브이씨","4110","-105","-2.49",,,,,"5266","0.78","0","0.00"
"089970","브이엠","11540","-260","-2.20",,,"441","26.16","5218","2.21","0","0.00"
"251630","브이원텍","6110","0","0.00","201","30.40",,,"7775","0.79","100","1.64"
"018290","브이티","38100","100","0.26","799","47.68","2198","17.33","3297","11.56","0","0.00"
"439580","블루엠텍","15680","-200","-1.26",,,,,"4264","3.68","0","0.00"
"033560","블루콤","3075","15","0.49",,,,,"9228","0.33","0","0.00"
"369370","블리츠웨이스튜디오","1790","8","0.45",,,,,"615","2.91","0","0.00"
"126340","비나텍","43150","100","0.23","336","128.42","723","59.68","10881","3.97","0","0.00"
"121800","비덴트","3320","0","0.00",,,,,"7233","0.46","0","0.00"
"082800","비보존 제약","3335","135","4.22",,,,,"2205","1.51","0","0.00"
"318410","비비씨","8870","-180","-1.99","966","9.18",,,"13924","0.64","400","4.51"
"002070","비비안","840","1","0.12",,,,,"2957","0.28","0","0.00"
"100220","비상교육","4655","10","0.22",,,,,"14789","0.31","0","0.00"
"419540","비스토스","2185","-5","-0.23","35","62.43",,,"806","2.71","0","0.00"
"146320","비씨엔씨","15910","100","0.63","101","157.52","831","19.15","5886","2.70","0","0.00"
"200780","비씨월드제약","5780","-10","-0.17","312","18.53",,,"9675","0.60","100","1.73"
"413640","비아이매트릭스","9220","60","0.66",,,,,"3804","2.42","0","0.00"
"141000","비아트론","7930","90","1.15","145","54.69",,,"14987","0.53","0","0.00"
"090460","비에이치","23750","0","0.00","2863","8.30","3497","6.79","20195","1.18","250","1.05"
"083650","비에이치아이","8740","-30","-0.34","267","32.73","680","12.86","2377","3.68","0","0.00"
"445360","비엔케이제1호스팩","2135","0","0.00",,,,,,,"0","0.00"
"473370","비엔케이제2호스팩","2060","-5","-0.24",,,,,,,"0","0.00"
"065170","비엘팜텍","552","4","0.73",,,,,"353","1.56","0","0.00"
"086670","비엠티","12120","-160","-1.30","1846","6.57",,,"13281","0.91","250","2.06"
"335890","비올","10840","310","2.94","370","29.30","623","17.41","991","10.94","18","0.17"
"230980","비유테크놀러지","229","0","0.00",,,,,"181","1.27","0","0.00"
"138580","비즈니스온","13110","-1670","-11.30","462","28.38","692","18.95","3156","4.15","0","0.00"
"082920","비츠로셀","19450","550","2.91","1667","11.67","1866","10.42","10469","1.86","250","1.29"
